open,high,low,close,volume,payment_type,fare_amount
132.40625,133.09375,131.8125,132.125,7409700,CSH,130.90625
131.4375,131.46875,129.59375,130.90625,7040700,CSH,129.8125
131.21875,132.21875,129.09375,129.8125,12824800,CSH,129.9375
130.6875,130.75,129.546875,129.9375,6823500,CSH,130.8125
130.46875,131.65625,130.078125,130.8125,5700900,CSH,133.3125
132.375,133.875,132.375,133.3125,7865800,CSH,134.5625
132.875,135.5625,132.625,134.5625,8162800,CSH,134.3125
134.0625,134.6875,133.375,134.3125,2875100,CSH,134.625
134.46875,135.25,133.65625,134.625,4646400,CSH,133.6875
134,135.1875,133.5,133.6875,5862400,CSH,133.03125
133,133.625,132.125,133.03125,9629200,CSH,132.03125
132.875,132.9375,130.65625,132.03125,9176900,CSH,131.703125
132.59375,133.015625,131.25,131.703125,4087000,CSH,133.3125
132.6875,133.625,132.5,133.3125,5028900,CSH,134.5625
133,135.1875,132.78125,134.5625,6956200,CSH,137
134.625,137.5,133.84375,137,16856100,CSH,138.03125
137,138.5,136.0625,138.03125,9939500,CSH,139.40625
138.125,139.5,137.90625,139.40625,3772800,CSH,139.375
139.25,140.75,138.59375,139.375,11221100,CSH,139.5625
139.0625,139.71875,138.515625,139.5625,3230700,CSH,139.671875
139.0625,140.625,138.75,139.671875,7101500,CSH,140.5
140,140.59375,139.5625,140.5,2976800,CSH,139.875
140.9375,140.9375,139.5,139.875,4436300,CSH,139.375
139.375,139.921875,138.65625,139.375,6477600,CSH,140.15625
140,140.21875,138.75,140.15625,4382500,CSH,141.046875
140.78125,141.375,140.3125,141.046875,3348600,CSH,141.8125
141.25,142.15625,140.75,141.8125,2281500,CSH,140.875
142.1875,142.25,140.5625,140.875,4287000,CSH,137.984375
140.125,140.40625,137.53125,137.984375,7060100,CSH,137.828125
138.09375,138.90625,137.3125,137.828125,4793700,CSH,136.015625
137.4375,138,135.46875,136.015625,7804100,CSH,135.75
136.65625,137,135.125,135.75,4603000,CSH,134.75
134.875,136.125,134.625,134.75,4333400,CSH,135.875
136,137.203125,135.375,135.875,5908500,CSH,136.3125
136.25,137.3125,135.59375,136.3125,3955500,CSH,134.40625
134.9375,135.25,133.3125,134.40625,7760600,CSH,132.75
134.8125,135.34375,132.5625,132.75,5994300,CSH,133.0625
132.75,134.75,132.5,133.0625,6065500,CSH,132.4375
133.71875,133.84375,131.375,132.4375,5445400,CSH,130.625
132.71875,133.875,130.4375,130.625,6497900,CSH,131.8125
130.875,131.9375,128.84375,131.8125,10322000,CSH,130.375
131.21875,132,129.5,130.375,7537700,CSH,130.09375
130.59375,131.796875,129.75,130.09375,5565900,CSH,128.65625
129.875,130.15625,127,128.65625,9793300,CSH,130.21875
129.6875,130.53125,128.625,130.21875,8003400,CSH,130.140625
130.6875,131.8125,129.90625,130.140625,7036800,CSH,133.15625
131.625,133.25,131.125,133.15625,5857700,CSH,133.75
133.125,133.96875,132.25,133.75,3927000,CSH,134.625
134.4375,134.84375,133.125,134.625,4808000,CSH,133.65625
134.203125,134.375,133.25,133.65625,4355500,CSH,132.5625
132.375,133.234375,131.6875,132.5625,6448100,CSH,133.90625
133.0625,134.125,132.6875,133.90625,3663700,CSH,136.46875
134.8125,136.546875,134.65625,136.46875,5637800,CSH,136.96875
136.0625,137.96875,135.375,136.96875,9279500,CSH,138.375
137.1875,138.78125,136.15625,138.375,6005300,CSH,136.71875
138.28125,138.421875,136.5,136.71875,4322300,CSH,135.0625
136.875,137.0625,135.0625,135.0625,6247400,CSH,132.5625
135.34375,135.5,132,132.5625,4652000,CSH,132.0625
132.9375,133.75,130.875,132.0625,11453700,CSH,133.6875
132.9375,133.734375,132.3125,133.6875,6863900,CSH,132.109375
132.125,132.671875,130.65625,132.109375,10896300,CSH,135.96875
134.875,136.5,134.6875,135.96875,9160800,CSH,135.46875
136.0625,136.625,135.21875,135.46875,4560800,CSH,134.8125
134.84375,136.0625,134.03125,134.8125,6159600,CSH,134.75
134.75,135.25,133.6875,134.75,6177800,CSH,135.875
136.25,136.359375,134.9375,135.875,2934500,CSH,134.953125
135.125,135.46875,134.5,134.953125,2320500,CSH,134.0625
134.0625,134.5625,133.375,134.0625,3736000,CSH,131.9375
135.4375,135.4375,131.875,131.9375,6984500,CSH,132.453125
132.5,132.8125,130.3125,132.453125,15377600,CSH,133.75
132.625,133.9375,132.15625,133.75,8542300,CSH,133.5625
133.9375,134,133.09375,133.5625,2803900,CSH,130.75
132.25,132.46875,130.15625,130.75,9335200,CSH,130.609375
131.25,131.84375,129.75,130.609375,13009100,CSH,127.875
131.8125,131.8125,127.625,127.875,12204100,CSH,127.75
127.75,128.375,126.3125,127.75,13792900,CSH,128.59375
128.75,129.75,128.28125,128.59375,6970300,CSH,128.34375
127.9375,128.8125,125.5625,128.34375,11063400,CSH,126.8125
128.4375,129.125,126.75,126.8125,7580300,CSH,128.75
127.4375,129.4375,126.96875,128.75,7498900,CSH,128.46875
127.9375,128.5625,126.625,128.46875,11127100,CSH,130.75
129.1875,130.875,128.75,130.75,6341600,CSH,130.625
130.71875,131.96875,128.6875,130.625,11976000,CSH,132.625
130.75,132.8125,130.6875,132.625,10308200,CSH,131.875
132.859375,133,131.5,131.875,6535600,CSH,133.875
131.75,133.875,131.234375,133.875,9674300,CSH,133.65625
133.59375,134.125,133.3125,133.65625,4282000,CSH,131.59375
133.125,133.3125,131.1875,131.59375,8686100,CSH,128.1875
130.6875,131.3125,128.1875,128.1875,10469300,CSH,128.15625
128.484375,129.1875,126.75,128.15625,10562200,CSH,124.875
126,126.75,124.5,124.875,14238700,CSH,125.78125
124.9375,125.9375,123.4375,125.78125,9758800,CSH,127
127.1875,128.25,125.9375,127,14392900,CSH,128.25
127.75,129.46875,127.125,128.25,9759400,CSH,129
127.21875,129,126.625,129,9105400,CSH,130.09375
129.75,131.21875,129.5625,130.09375,8309600,CSH,129.4375
129.3125,130.46875,128.75,129.4375,8114300,CSH,127.8125
130.1875,130.6875,127.8125,127.8125,6256300,CSH,130.125
128.375,130.3125,128.25,130.125,5433300,CSH,134.5625
132.4375,134.859375,132.1875,134.5625,10509700,CSH,137
135.84375,137.6875,135.71875,137,10988600,CSH,135.5625
136.5,137,135.5625,135.5625,4006500,CSH,134.59375
135.96875,137.25,134.59375,134.59375,6516900,CSH,135.5
136,136.375,135.125,135.5,7222300,CSH,136.53125
136.75,137.359375,135.765625,136.53125,7907500,CSH,137.875
138.625,139.109375,136.78125,137.875,7431500,CSH,138
137,138.375,136.75,138,4649200,CSH,136.703125
138.5,138.6875,136.28125,136.703125,4533700,CSH,137.71875
136.25,138.390625,136.078125,137.71875,6405600,CSH,138.5
138.1875,138.5,137.46875,138.5,4794100,CSH,139.75
139.25,139.984375,137.125,139.75,11802900,CSH,140.078125
139.84375,140.25,139.40625,140.078125,2187500,CSH,141.25
140.5625,143,140.09375,141.25,7544800,CSH,141.625
142.25,142.9375,141.3125,141.625,9459000,CSH,142.625
142.4375,143,141.625,142.625,4491000,CSH,142.5
142.40625,142.96875,142,142.5,4832100,CSH,142.46875
142.4375,143,141.5,142.46875,4155400,CSH,141.21875
142.84375,142.84375,140.375,141.21875,5918000,CSH,141.96875
140.75,142.4375,140,141.96875,4459700,CSH,141.4375
142.46875,142.875,141.25,141.4375,1693900,CSH,140.9375
140.875,141.921875,140.4375,140.9375,7348600,CSH,139.28125
140.75,142.3125,139,139.28125,7682000,CSH,140.40625
139.3125,140.5,139,140.40625,6980200,CSH,141.25
140.625,141.375,140.375,141.25,6698300,CSH,143.84375
143.03125,145.34375,143.03125,143.84375,10045400,CSH,142.78125
143.53125,143.71875,142.25,142.78125,3138900,CSH,141.625
143.28125,143.3125,141.375,141.625,10714200,CSH,140.71875
141.34375,142.0625,140.5,140.71875,4611400,CSH,141.40625
141.8125,142.21875,139.375,141.40625,6474700,CSH,141.875
142.28125,142.8125,140.875,141.875,5127300,CSH,142.125
141.4375,142.71875,141.28125,142.125,4210800,CSH,140.75
141.625,142.484375,140.625,140.75,5739000,CSH,141.5
140.375,142.203125,140.03125,141.5,6879100,CSH,142.125
142.1875,142.65625,141.15625,142.125,5854900,CSH,142.6875
143,143.3125,142.0625,142.6875,4775400,CSH,141.65625
142.5625,143.1875,141.09375,141.65625,4608700,CSH,143.8125
141.59375,144.0625,141.34375,143.8125,7981300,CSH,144.1875
143.625,144.1875,142.96875,144.1875,5377500,CSH,146.484375
145.015625,146.484375,145,146.484375,5721700,CSH,146.28125
146.5,146.78125,145.0625,146.28125,2691000,CSH,146.1875
145.875,146.5,145.484375,146.1875,4084500,CSH,146.8125
146.3125,146.8125,145.3125,146.8125,3001000,CSH,146.640625
147.125,147.5625,146.1875,146.640625,3641300,CSH,146.875
146.84375,147.5,146.25,146.875,3172700,CSH,145.4375
148.25,148.25,143.875,145.4375,8164300,CSH,139.75
143.53125,144.0625,139.640625,139.75,8089800,CSH,140
139.9375,141.53125,137.25,140,12177900,CSH,137.75
139.625,141.5,137.75,137.75,6227200,CSH,145.75
140.3125,145.75,140.0625,145.75,8066500,CSH,146.25
146.25,146.90625,145.03125,146.25,5741700,CSH,144.5
145.8125,146.09375,143.5,144.5,7503700,CSH,143.0625
144.59375,144.59375,142.875,143.0625,6907700,CSH,145
144.46875,145.75,143.28125,145,5158300,CSH,146.96875
146.53125,147.46875,145.96875,146.96875,7437300,CSH,145.8125
145.34375,146.625,145.1875,145.8125,6488500,CSH,147
145.3125,147,145,147,6157900,CSH,144.75
146.96875,146.96875,143.8125,144.75,5800100,CSH,144.4375
145.5,145.5,144.0625,144.4375,6244800,CSH,140.34375
145.65625,145.84375,139.40625,140.34375,7896900,CSH,141.9375
140.515625,141.9375,139,141.9375,9942500,CSH,140.8125
141,141.546875,140.09375,140.8125,5158100,CSH,140.25
141.84375,142.21875,138.125,140.25,10922700,CSH,135.875
139.4375,140.0625,135.53125,135.875,11916200,CSH,139.5625
135.8125,139.671875,135,139.5625,10768700,CSH,140.9375
139.75,141.6875,138.53125,140.9375,8419900,CSH,141.0625
141.28125,142.25,140.375,141.0625,6205900,CSH,143.1875
140.875,143.25,140,143.1875,7997500,CSH,142.59375
143.1875,144,142.125,142.59375,4925400,CSH,142.375
142.5625,142.78125,141.4375,142.375,5845800,CSH,144.3125
143.96875,144.5625,143.625,144.3125,4936400,CSH,141.28125
144.46875,144.46875,141.265625,141.28125,8511500,CSH,141.5625
141.625,142.5625,140.875,141.5625,6690600,CSH,138.6875
141.84375,141.9375,138.03125,138.6875,9849800,CSH,139.5
139.78125,139.78125,138.3125,139.5,8528800,CSH,141.078125
139.25,141.21875,137.796875,141.078125,11078300,CSH,139
140.375,140.9375,138.796875,139,8845400,CSH,138.28125
140.4375,140.4375,138.21875,138.28125,7584200,CSH,135.3125
138.875,138.875,134.625,135.3125,9409200,CSH,134.96875
135.1875,136.34375,133.53125,134.96875,16415400,CSH,136.5625
135.625,137.46875,134.5,136.5625,12119000,CSH,133.8125
136.6875,137.03125,133.09375,133.8125,17375000,CSH,133.328125
135.1875,136.71875,133.125,133.328125,10559900,CSH,136.125
133.375,136.6875,132.71875,136.125,13397800,CSH,137.4375
136.0625,137.4375,135.75,137.4375,8242500,CSH,138.4375
137.625,139,137.21875,138.4375,6868000,CSH,138.53125
138.6875,139.125,137.34375,138.53125,7600200,CSH,141.125
140.4375,141.71875,139.71875,141.125,12770300,CSH,139.75
140.8125,141.34375,138.75,139.75,11967100,CSH,137.046875
140,140.15625,135.21875,137.046875,20062000,CSH,136.875
136.46875,137.84375,135.03125,136.875,11808500,CSH,140.875
137.25,140.875,136.125,140.875,5500900,CSH,140.125
140.1875,142,139.53125,140.125,7924600,CSH,138.59375
136.6875,140.46875,135.6875,138.59375,10540500,CSH,136.625
139.28125,140.09375,136.15625,136.625,8263900,CSH,139.8125
136.875,140.4375,136.0625,139.8125,10300800,CSH,146.34375
141.625,146.84375,140.875,146.34375,25601400,CSH,146.9375
145.8125,148,145.4375,146.9375,10272900,CSH,146.1875
146.875,147.34375,144.78125,146.1875,12502300,CSH,149.1875
145.53125,149.75,144.5,149.1875,13612600,CSH,150.09375
149.5625,150.84375,148.6875,150.09375,8260000,CSH,152.65625
149.15625,153.46875,149.15625,152.65625,11654500,CSH,153.5625
152.875,155.75,151.71875,153.5625,11462900,CSH,151.9375
153.375,153.78125,151.8125,151.9375,8798600,CSH,151.0625
151.25,152.984375,150.59375,151.0625,6334400,CSH,151.21875
151.5625,152.484375,149.65625,151.21875,6747500,CSH,148.6875
150.15625,151.921875,147.125,148.6875,9491900,CSH,150.375
149.625,152.3125,148.4375,150.375,9249100,CSH,151.25
150.125,151.25,148.6875,151.25,8508200,CSH,150.125
151.75,153,141.390625,150.125,19585500,CSH,149.1875
147.875,150.8125,147.625,149.1875,8387200,CSH,150.484375
150.25,151.6875,149,150.484375,6378500,CSH,151.4375
151.5625,152.125,150.5,151.4375,6023600,CSH,150.84375
151.75,153.109375,150.3125,150.84375,9624200,CSH,150.40625
150,151.625,148.375,150.40625,9006400,CSH,146.28125
150.375,151.15625,146.15625,146.28125,10779200,CSH,144.25
147.46875,148.15625,143.78125,144.25,12225800,CSH,136
142.625,142.8125,133.5,136,29604000,CSH,140.75
135.1875,140.75,134.6875,140.75,23918200,CSH,144.46875
140.5625,144.46875,139.78125,144.46875,11069200,CSH,143.125
144.5,145.125,142.53125,143.125,6553700,CSH,143.8125
143.5625,143.9375,142.375,143.8125,8537600,CSH,142.25
141.5,143.3125,140.5,142.25,12893100,CSH,148.15625
144.625,148.15625,144.4375,148.15625,14102000,CSH,146.484375
147.96875,148.75,146,146.484375,7711100,CSH,146
143,147.34375,143,146,15595300,CSH,145.09375
147,147.859375,145.0625,145.09375,8743400,CSH,147.0625
146.5625,148.484375,145.84375,147.0625,7328300,CSH,144.125
145.5,147.125,144.125,144.125,9411900,CSH,140.75
144,144,139.78125,140.75,12630700,CSH,141.8125
142,142.359375,140.75,141.8125,5963600,CSH,143.53125
141.0625,144,140.9375,143.53125,7862400,CSH,142.453125
142.75,143.375,141.84375,142.453125,5064100,CSH,141.3125
143.0625,143.40625,140.265625,141.3125,5620300,CSH,138.125
140.5,140.96875,137.75,138.125,10293900,CSH,141.28125
140.125,141.5,139.125,141.28125,7091100,CSH,142.8125
141.8125,143.46875,141.625,142.8125,5960800,CSH,145.28125
142.75,145.609375,142,145.28125,4441300,CSH,146.6875
146.5625,147.71875,145.3125,146.6875,8192200,CSH,145.15625
145.6875,146.1875,144.46875,145.15625,5907200,CSH,143.375
145.625,146.3125,143.375,143.375,4325600,CSH,141.125
142.5625,143.234375,140.40625,141.125,6518400,CSH,140.0625
141.25,141.46875,137,140.0625,10839400,CSH,138
140.4375,140.8125,137.5625,138,7979200,CSH,140.25
138,140.6875,136.5,140.25,11081500,CSH,137.84375
140.6875,141.8125,137.71875,137.84375,8278900,CSH,138
138.8125,139.6875,137.328125,138,4814000,CSH,142.5
140,142.9375,139.46875,142.5,5362700,CSH,142.8125
142.5625,144,142.09375,142.8125,6056500,CSH,145.3125
143.6875,145.4375,143,145.3125,8961600,CSH,147.84375
148.9375,149.09375,147.484375,147.84375,8962200,CSH,147.125
147.46875,148.21875,146.875,147.125,6998100,CSH,146.46875
146.625,147.78125,145.90625,146.46875,4858900,CSH,147.484375
146.625,148,146,147.484375,4919500,CSH,146.90625
147.5,147.75,146.0625,146.90625,5723100,CSH,146.59375
147.5,147.96875,145.625,146.59375,3085300,CSH,144.875
146.96875,146.96875,144.875,144.875,3678900,CSH,147.59375
144.8125,147.75,144.625,147.59375,6558700,CSH,147.84375
148.25,148.875,147.1875,147.84375,6420500,CSH,148.15625
148.125,148.75,146.84375,148.15625,5881200,CSH,146.59375
148.3125,148.3125,145.875,146.59375,5567900,CSH,148.46875
146.46875,149.15625,146.25,148.46875,5106900,CSH,147.9375
148.1875,148.875,147,147.9375,6480000,CSH,147.875
146.9375,148.4375,146.890625,147.875,3115000,CSH,145.625
147.5625,147.6875,145,145.625,7490500,CSH,144.375
145.8125,146.125,143.875,144.375,4863300,CSH,146.234375
145.375,146.25,144.875,146.234375,5201300,CSH,145.15625
145.984375,146.71875,145.015625,145.15625,4159500,CSH,145.5625
145.625,146.984375,145.3125,145.5625,5347700,CSH,144.1875
144.75,145.75,143.515625,144.1875,6345700,CSH,145.28125
143.9375,145.59375,143.890625,145.28125,7420200,CSH,147.28125
145.4375,147.4375,145.1875,147.28125,1436600,CSH,144.625
146.375,146.65625,144.375,144.625,2748200,CSH,145.75
144.9375,146.46875,144.21875,145.75,5963200,CSH,148.09375
146.6875,148.78125,146.25,148.09375,3034800,CSH,147.84375
147.875,148.90625,147.53125,147.84375,2816100,CSH,148.15625
147.46875,149.125,147.15625,148.15625,5431600,CSH,149.125
149.28125,150.125,148.6875,149.125,5883000,CSH,149.78125
149.984375,150.375,149.1875,149.78125,5356000,CSH,151.25
150.4375,151.25,149.671875,151.25,5341900,CSH,151
150.984375,151.984375,150.6875,151,4208300,CSH,149.765625
150.625,150.625,149.34375,149.765625,4262100,CSH,148.5625
149.46875,149.90625,148.25,148.5625,8506800,CSH,150.625
149,150.625,148.8125,150.625,4538900,CSH,147.6875
149.75,149.75,147.6875,147.6875,5656900,CSH,146.84375
148.125,148.859375,146.5625,146.84375,5628500,CSH,147.3125
147.75,147.84375,146.78125,147.3125,4757100,CSH,145.875
146.96875,147.15625,145.640625,145.875,12062500,CSH,145.375
145.9375,146.625,144.6875,145.375,7652600,CSH,142.09375
145.71875,145.90625,141.515625,142.09375,6229500,CSH,143
142.9375,144.125,142.0625,143,5265500,CSH,143.875
143.625,144.71875,143.125,143.875,3946600,CSH,144.59375
143.875,145.40625,143.625,144.59375,7439800,CSH,145.59375
142.875,145.8125,142.625,145.59375,4607100,CSH,146.375
146.3125,146.71875,145.40625,146.375,3686600,CSH,148.125
146.71875,148.4375,146.375,148.125,4159800,CSH,148.6875
147.5,148.8125,147.5,148.6875,3658700,CSH,147.4375
149.140625,149.21875,147.375,147.4375,5383800,CSH,146.71875
147.53125,147.859375,146.28125,146.71875,4193400,CSH,147.40625
146.625,148,145.5625,147.40625,5089400,CSH,149.28125
147.78125,149.5625,147.0625,149.28125,2966700,CSH,149.15625
149.34375,149.8125,148.5625,149.15625,5564600,CSH,148.625
149.3125,149.9375,147.84375,148.625,5191600,CSH,150.1875
148.6875,150.4375,148.34375,150.1875,5652200,CSH,149.6875
150.375,150.375,149.21875,149.6875,4626400,CSH,150.5
150.03125,150.71875,149.40625,150.5,2380600,CSH,150.25
150.5625,151.3125,150.09375,150.25,3075300,CSH,150.84375
149.8125,151.28125,149.28125,150.84375,5483200,CSH,151.3125
151.15625,151.5,150.5,151.3125,4529000,CSH,151.25
151.15625,151.625,150.9375,151.25,2822200,CSH,151.765625
151.25,152.90625,151.25,151.765625,5518700,CSH,151.796875
151.4375,151.875,150.90625,151.796875,3561900,CSH,150.34375
151.3125,151.5,150.34375,150.34375,3964800,CSH,152.34375
151.0625,153.09375,150.90625,152.34375,4863100,CSH,152.5
153.25,153.59375,152,152.5,3191200,CSH,151.28125
151.875,152.203125,150.8125,151.28125,3470800,CSH,149.5625
151.1875,151.953125,149.53125,149.5625,4322200,CSH,150.84375
150.25,151.078125,149.828125,150.84375,4265500,CSH,149.8125
150.28125,150.5,149.328125,149.8125,3518200,CSH,149.59375
149.75,151.1875,148.6875,149.59375,3937500,CSH,148.5
149.75,150.25,148.4375,148.5,4769100,CSH,148.890625
148,149.34375,147.65625,148.890625,7691600,CSH,149.640625
149.875,149.9375,148.15625,149.640625,3397100,CSH,146
148.1875,148.25,146,146,4085700,CSH,144.65625
146.375,146.96875,144.203125,144.65625,5109300,CSH,145.96875
145.125,146.3125,144.703125,145.96875,6588200,CSH,144.890625
145.6875,146.03125,143.15625,144.890625,6508100,CSH,142.6875
144.46875,145.5625,142.625,142.6875,5972300,CSH,145.28125
142.625,145.3125,142.421875,145.28125,7791300,CSH,144.25
145.9375,146.0625,143.71875,144.25,9726300,CSH,142.40625
144.375,145,142.40625,142.40625,5302400,CSH,143.15625
143.5625,143.96875,142.125,143.15625,7186200,CSH,145
143.1875,146.328125,142.890625,145,7036400,CSH,143.625
145.46875,145.96875,143.625,143.625,9333600,CSH,143.84375
144.28125,144.90625,143.140625,143.84375,5517800,CSH,142.5
144.53125,145.75,142.28125,142.5,9347200,CSH,143.6875
142.875,144.25,141.75,143.6875,6148900,CSH,144.1875
143.40625,144.84375,143.3125,144.1875,4566900,CSH,141.0625
143.875,144.640625,139.75,141.0625,10014900,CSH,140
141.3125,141.3125,139.375,140,4508000,CSH,137.6875
140.09375,141.25,137.6875,137.6875,6104700,CSH,136.53125
137.625,138.625,135.125,136.53125,10346000,CSH,133.125
137.28125,137.59375,132.78125,133.125,12336900,CSH,137.5625
132.9375,137.65625,132.875,137.5625,11778800,CSH,138.1875
137.40625,138.234375,136.6875,138.1875,5659000,CSH,134.75
138.4375,138.5625,134.40625,134.75,7831700,CSH,134.25
132.625,136.125,130.15625,134.25,10897300,CSH,139.3125
136.84375,139.453125,136.4375,139.3125,8767300,CSH,139.90625
138.375,141.1875,138.375,139.90625,7373500,CSH,140.53125
139.9375,141.03125,138.9375,140.53125,5290000,CSH,139.59375
140.96875,141.9375,139,139.59375,5750700,CSH,136.3125
138.75,139.5625,136.125,136.3125,9137600,CSH,136.6875
137.125,137.65625,134.03125,136.6875,9345800,CSH,139.28125
137.875,139.28125,136.625,139.28125,9762900,CSH,140.53125
138.4375,141.09375,138.15625,140.53125,10154100,CSH,142.953125
141.015625,143.6875,140.0625,142.953125,7752400,CSH,142.46875
142.25,143.25,141.21875,142.46875,6753600,CSH,142.703125
143.15625,143.90625,142.515625,142.703125,11395100,CSH,142.78125
143.46875,143.75,142.375,142.78125,5187100,CSH,143.78125
143.15625,144.296875,143.03125,143.78125,4042500,CSH,143.75
143.140625,144,142.5625,143.75,5231300,CSH,140.5625
144.0625,144.0625,140.5625,140.5625,6123300,CSH,140.03125
140,141.21875,137.25,140.03125,10635300,CSH,136.625
139,139.46875,136.53125,136.625,8569500,CSH,135.5625
135.625,136.984375,133.015625,135.5625,17285300,CSH,139.125
137.46875,139.625,137,139.125,7668900,CSH,139.5625
139.0625,140.109375,137.75,139.5625,8837700,CSH,137.375
138.578125,139.875,137.3125,137.375,6684100,CSH,136.640625
137.3125,139,135.75,136.640625,6551100,CSH,134.6875
135.75,136.375,134.3125,134.6875,5458500,CSH,135.375
134.875,136.1875,133.515625,135.375,7684300,CSH,132.140625
134.34375,134.875,132.125,132.140625,5736900,CSH,134.84375
133.625,134.96875,133.625,134.84375,3411600,CSH,136.03125
136.46875,136.6875,135.3125,136.03125,5992000,CSH,133.6875
135.125,136.59375,133.640625,133.6875,5336100,CSH,133.4375
134.375,135.90625,133.265625,133.4375,6914100,CSH,132.28125
132.5,133.5,129.75,132.28125,11201600,CSH,132.21875
133.1875,134.0625,131,132.21875,7587200,CSH,133.34375
131.875,133.875,131.5,133.34375,6996600,CSH,137.71875
134.875,138.25,134.40625,137.71875,8883400,CSH,135.515625
137.78125,138.34375,135.03125,135.515625,12888000,CSH,133.65625
134.875,135.875,133.65625,133.65625,6529100,CSH,133.96875
137.0625,139.46875,133.875,133.96875,10276300,CSH,138.625
137.375,139.5625,136.71875,138.625,6405600,CSH,138.03125
138.1875,138.8125,137.375,138.03125,5022900,CSH,136.140625
139.25,139.40625,136.03125,136.140625,6070500,CSH,134.40625
135.875,136.5,134.03125,134.40625,7678400,CSH,130.96875
133.125,133.125,130.5625,130.96875,9065300,CSH,132.71875
132.0625,133.46875,131.765625,132.71875,7235400,CSH,130.015625
132.46875,134.96875,130.015625,130.015625,9616600,CSH,126.25
128.625,128.9375,126.09375,126.25,9994300,CSH,127.125
126,128.859375,125.53125,127.125,14331500,CSH,130.9375
129,131.109375,128.84375,130.9375,10182900,CSH,132.34375
130.84375,132.34375,130.28125,132.34375,4665300,CSH,133.3125
131.75,133.734375,131.25,133.3125,4854100,CSH,133.71875
132.8125,133.875,132.59375,133.71875,8358700,CSH,131.1875
134.0625,134.28125,131.1875,131.1875,8774600,CSH,128.8125
132,132.15625,127.5625,128.8125,8737500,CSH,135
128.3125,136,127.65625,135,19431600,CSH,133.546875
134.9375,135.46875,133,133.546875,9219000,CSH,129.1875
133.46875,133.625,129.1875,129.1875,12911400,CSH,130.1875
129.875,130.1875,127.6875,130.1875,6625300,CSH,129.84375
131.046875,131.5,129.421875,129.84375,5702400,CSH,132.125
129,132.125,128.8125,132.125,8746100,CSH,132.25
131.09375,133.484375,131.09375,132.25,7245100,CSH,132
132.6875,133.71875,131.28125,132,7244000,CSH,132.84375
132,133.1875,131.515625,132.84375,8542200,CSH,133.453125
134.84375,135.046875,132.640625,133.453125,7851400,CSH,134.78125
133.4375,135.703125,132.9375,134.78125,8107000,CSH,134.015625
136.1875,136.1875,133.875,134.015625,7782500,CSH,134.90625
134.25,135.78125,133.5625,134.90625,7050900,CSH,135.96875
134.46875,136.65625,134.15625,135.96875,8463100,CSH,136.375
136.25,137.3125,135.84375,136.375,6199900,CSH,136.03125
136.25,137.25,135.65625,136.03125,10818300,CSH,135.875
135.15625,136.125,134.453125,135.875,7136800,CSH,136.60000600000001
135.5,136.89999399999999,135.36999499999999,136.60000600000001,6705900,CSH,137.800003
136.300003,137.91999799999999,135.78999300000001,137.800003,7069100,CSH,137.020004
137.39999399999999,138.699997,136.60000600000001,137.020004,9706900,CSH,137.929993
137.10000600000001,137.949997,136.25,137.929993,8239100,CSH,134.800003
137.39999399999999,137.990005,134.75,134.800003,8276600,CSH,135.78999300000001
134.800003,135.94000199999999,134.75,135.78999300000001,4352900,CSH,135.38999899999999
135.300003,136.699997,135.220001,135.38999899999999,7106700,CSH,134.69000199999999
134.720001,135.39999399999999,133.679993,134.69000199999999,5748700,CSH,133.11999499999999
134.800003,135.39999399999999,133.10000600000001,133.11999499999999,5943300,CSH,131.83999600000001
133.35000600000001,133.35000600000001,131.259995,131.83999600000001,9913000,CSH,133.35000600000001
131.699997,133.5,131.699997,133.35000600000001,5804400,CSH,132.259995
133.699997,134.16999799999999,132,132.259995,6587600,CSH,132.05999800000001
132.64999399999999,132.64999399999999,130.66000399999999,132.05999800000001,8400100,CSH,133.33999600000001
132.83999600000001,133.520004,131.990005,133.33999600000001,5929800,CSH,130.39999399999999
131,131.28999300000001,129.300003,130.39999399999999,6434900,CSH,128.38999899999999
131.03999300000001,131.13999899999999,128.10000600000001,128.38999899999999,5760000,CSH,125.620003
127.900002,128.83999600000001,125.5,125.620003,10910800,CSH,125.80999799999999
126.349998,126.540001,123.019997,125.80999799999999,21281600,CSH,124.959999
125.08000199999999,125.540001,121.800003,124.959999,20173000,CSH,127.620003
125.800003,127.620003,124.5,127.620003,11503700,CSH,126.44000200000001
126.800003,127.839996,125.510002,126.44000200000001,11415000,CSH,123.949997
126.75,126.839996,123.269997,123.949997,14825800,CSH,124.599998
124.050003,124.599998,121.75,124.599998,14672000,CSH,123.610001
122.5,125.650002,122.300003,123.610001,12564300,CSH,124.739998
124.150002,124.779999,123.80999799999999,124.739998,5293200,CSH,126.08000199999999
126.349998,127.75,125.489998,126.08000199999999,6917000,CSH,126.980003
126.900002,127.040001,125.760002,126.980003,6371700,CSH,127.120003
126.599998,127.239998,126.139999,127.120003,6055000,CSH,123.360001
126.099998,126.099998,123.110001,123.360001,10020300,CSH,118.08000199999999
122.339996,122.5,117.75,118.08000199999999,13972900,CSH,120.019997
119.400002,120.44000200000001,117.529999,120.019997,12888000,CSH,117.650002
117.050003,119.290001,115.75,117.650002,19883400,CSH,117.68000000000001
118.449997,118.860001,117.360001,117.68000000000001,10370300,CSH,115.010002
117.129997,117.400002,114.80999799999999,115.010002,58514600,CSH,117.349998
